"","Genus","Species"
"Otu08811",NA,NA
"Otu08812",NA,NA
"Otu08814",NA,NA
"Otu08815",NA,NA
"Otu08820","Nocardioides","fulvus"
"Otu08821",NA,NA
"Otu08822",NA,NA
"Otu08823",NA,NA
"Otu08824",NA,NA
"Otu08827",NA,NA
"Otu08834",NA,NA
"Otu08836",NA,NA
"Otu08841",NA,NA
"Otu08842",NA,NA
"Otu08844",NA,NA
"Otu08846",NA,NA
"Otu08847",NA,NA
"Otu08848",NA,NA
"Otu08849",NA,NA
"Otu08851",NA,NA
"Otu08852",NA,NA
"Otu08854",NA,NA
"Otu08859",NA,NA
"Otu08862",NA,NA
"Otu08863",NA,NA
"Otu08864",NA,NA
"Otu08865",NA,NA
"Otu08867",NA,NA
"Otu08868",NA,NA
"Otu08870",NA,NA
"Otu08872",NA,NA
"Otu08874",NA,NA
"Otu08875","Zhongshania","antarctica/borealis/guokunii"
"Otu08876",NA,NA
"Otu08877",NA,NA
"Otu08879",NA,NA
"Otu08883",NA,NA
"Otu08884",NA,NA
"Otu08885",NA,NA
"Otu08886",NA,NA
"Otu08888",NA,NA
"Otu08890",NA,NA
"Otu08892",NA,NA
"Otu08894",NA,NA
"Otu08898",NA,NA
"Otu08899",NA,NA
"Otu08900",NA,NA
"Otu08902",NA,NA
"Otu08904",NA,NA
"Otu08907",NA,NA
"Otu08908",NA,NA
"Otu08910",NA,NA
"Otu08911",NA,NA
"Otu08913",NA,NA
"Otu08914",NA,NA
"Otu08915",NA,NA
"Otu08917",NA,NA
"Otu08919",NA,NA
"Otu08921",NA,NA
"Otu08923",NA,NA
"Otu08925",NA,NA
"Otu08927",NA,NA
"Otu08931",NA,NA
"Otu08932",NA,NA
"Otu08934",NA,NA
"Otu08935",NA,NA
"Otu08938",NA,NA
"Otu08941",NA,NA
"Otu08942",NA,NA
"Otu08946",NA,NA
"Otu08947",NA,NA
"Otu08948",NA,NA
"Otu08952",NA,NA
"Otu08954",NA,NA
"Otu08955",NA,NA
"Otu08957",NA,NA
"Otu08959",NA,NA
"Otu08964",NA,NA
"Otu08966",NA,NA
"Otu08969",NA,NA
"Otu08970",NA,NA
"Otu08971",NA,NA
"Otu08972",NA,NA
"Otu08973",NA,NA
"Otu08976",NA,NA
"Otu08977","Saprospira","grandis"
"Otu08979",NA,NA
"Otu08981",NA,NA
"Otu08982",NA,NA
"Otu08983",NA,NA
"Otu08984",NA,NA
"Otu08985",NA,NA
"Otu08987",NA,NA
"Otu08988",NA,NA
"Otu08990",NA,NA
"Otu08991",NA,NA
"Otu08992",NA,NA
"Otu08995",NA,NA
"Otu08999",NA,NA
"Otu09002",NA,NA
"Otu09004",NA,NA
"Otu09005",NA,NA
"Otu09006",NA,NA
"Otu09011",NA,NA
"Otu09012",NA,NA
"Otu09017",NA,NA
"Otu09019",NA,NA
"Otu09020",NA,NA
"Otu09021",NA,NA
"Otu09023",NA,NA
"Otu09025",NA,NA
"Otu09026",NA,NA
"Otu09027",NA,NA
"Otu09029",NA,NA
"Otu09032",NA,NA
"Otu09033",NA,NA
"Otu09034",NA,NA
"Otu09036",NA,NA
"Otu09037",NA,NA
"Otu09038",NA,NA
"Otu09039",NA,NA
"Otu09040",NA,NA
"Otu09046",NA,NA
"Otu09048",NA,NA
"Otu09049",NA,NA
"Otu09050",NA,NA
"Otu09053",NA,NA
"Otu09056",NA,NA
"Otu09057",NA,NA
"Otu09059",NA,NA
"Otu09062",NA,NA
"Otu09063",NA,NA
"Otu09064",NA,NA
"Otu09065",NA,NA
"Otu09067",NA,NA
"Otu09068",NA,NA
"Otu09075",NA,NA
"Otu09076",NA,NA
"Otu09077",NA,NA
"Otu09079",NA,NA
"Otu09081",NA,NA
"Otu09082",NA,NA
"Otu09083",NA,NA
"Otu09085",NA,NA
"Otu09088",NA,NA
"Otu09092",NA,NA
"Otu09094",NA,NA
"Otu09095",NA,NA
"Otu09101",NA,NA
"Otu09105",NA,NA
"Otu09107",NA,NA
"Otu09110",NA,NA
"Otu09114",NA,NA
"Otu09116",NA,NA
"Otu09119",NA,NA
"Otu09120",NA,NA
"Otu09122",NA,NA
"Otu09125",NA,NA
"Otu09126","Anaerococcus","nagyae"
"Otu09128",NA,NA
"Otu09129",NA,NA
"Otu09131",NA,NA
"Otu09134",NA,NA
"Otu09135",NA,NA
"Otu09136",NA,NA
"Otu09137",NA,NA
"Otu09140",NA,NA
"Otu09141",NA,NA
"Otu09143",NA,NA
"Otu09150",NA,NA
"Otu09156",NA,NA
"Otu09157",NA,NA
"Otu09162",NA,NA
"Otu09165",NA,NA
"Otu09166",NA,NA
"Otu09167",NA,NA
"Otu09169",NA,NA
"Otu09172",NA,NA
"Otu09174",NA,NA
"Otu09177",NA,NA
"Otu09179",NA,NA
"Otu09180",NA,NA
"Otu09181",NA,NA
"Otu09183",NA,NA
"Otu09186",NA,NA
"Otu09187",NA,NA
"Otu09189",NA,NA
"Otu09191",NA,NA
"Otu09194",NA,NA
"Otu09196",NA,NA
"Otu09198",NA,NA
"Otu09201",NA,NA
"Otu09202",NA,NA
"Otu09204",NA,NA
"Otu09208",NA,NA
"Otu09210",NA,NA
"Otu09211",NA,NA
"Otu09212",NA,NA
"Otu09213",NA,NA
"Otu09214",NA,NA
"Otu09216",NA,NA
"Otu09218",NA,NA
"Otu09221",NA,NA
"Otu09225",NA,NA
"Otu09230",NA,NA
"Otu09234",NA,NA
"Otu09235",NA,NA
"Otu09241",NA,NA
"Otu09246",NA,NA
"Otu09248",NA,NA
"Otu09250",NA,NA
"Otu09251",NA,NA
"Otu09253",NA,NA
"Otu09254",NA,NA
"Otu09256",NA,NA
"Otu09257",NA,NA
"Otu09264",NA,NA
"Otu09268",NA,NA
"Otu09271",NA,NA
"Otu09272",NA,NA
"Otu09275",NA,NA
"Otu09276",NA,NA
"Otu09279",NA,NA
"Otu09280",NA,NA
"Otu09281",NA,NA
"Otu09282",NA,NA
"Otu09285",NA,NA
"Otu09289",NA,NA
"Otu09292",NA,NA
"Otu09296",NA,NA
"Otu09298",NA,NA
"Otu09300",NA,NA
"Otu09301",NA,NA
"Otu09304",NA,NA
"Otu09306",NA,NA
"Otu09308",NA,NA
"Otu09312",NA,NA
"Otu09313",NA,NA
"Otu09316",NA,NA
"Otu09317",NA,NA
"Otu09318",NA,NA
"Otu09319",NA,NA
"Otu09320","Eggerthella","lenta"
"Otu09322",NA,NA
"Otu09325",NA,NA
"Otu09326",NA,NA
"Otu09327",NA,NA
"Otu09330",NA,NA
"Otu09332",NA,NA
"Otu09336",NA,NA
"Otu09338",NA,NA
"Otu09342",NA,NA
"Otu09343",NA,NA
"Otu09344",NA,NA
"Otu09345",NA,NA
"Otu09346",NA,NA
"Otu09347",NA,NA
"Otu09348",NA,NA
"Otu09354",NA,NA
"Otu09357",NA,NA
"Otu09361",NA,NA
"Otu09362",NA,NA
"Otu09366",NA,NA
"Otu09367",NA,NA
"Otu09369",NA,NA
"Otu09372",NA,NA
"Otu09374",NA,NA
"Otu09384",NA,NA
"Otu09385",NA,NA
"Otu09392",NA,NA
"Otu09394","Paraprevotella","xylaniphila"
"Otu09396",NA,NA
"Otu09398",NA,NA
"Otu09400",NA,NA
"Otu09402",NA,NA
"Otu09403",NA,NA
"Otu09404",NA,NA
"Otu09408",NA,NA
"Otu09409",NA,NA
"Otu09417",NA,NA
"Otu09420",NA,NA
"Otu09421",NA,NA
"Otu09424",NA,NA
"Otu09426",NA,NA
"Otu09427",NA,NA
"Otu09430",NA,NA
"Otu09431",NA,NA
"Otu09434",NA,NA
"Otu09436",NA,NA
"Otu09438",NA,NA
"Otu09443",NA,NA
"Otu09444",NA,NA
"Otu09445",NA,NA
"Otu09447",NA,NA
"Otu09449",NA,NA
"Otu09451",NA,NA
"Otu09452",NA,NA
"Otu09453",NA,NA
"Otu09454",NA,NA
"Otu09456",NA,NA
"Otu09457",NA,NA
"Otu09458",NA,NA
"Otu09461",NA,NA
"Otu09462",NA,NA
"Otu09464",NA,NA
"Otu09466",NA,NA
"Otu09471",NA,NA
"Otu09475",NA,NA
"Otu09476",NA,NA
"Otu09478",NA,NA
"Otu09480",NA,NA
"Otu09481",NA,NA
"Otu09488",NA,NA
"Otu09492",NA,NA
"Otu09494",NA,NA
"Otu09501",NA,NA
"Otu09510",NA,NA
"Otu09511",NA,NA
"Otu09513",NA,NA
"Otu09515",NA,NA
"Otu09517",NA,NA
"Otu09518",NA,NA
"Otu09519",NA,NA
"Otu09522",NA,NA
"Otu09523",NA,NA
"Otu09525",NA,NA
"Otu09526",NA,NA
"Otu09527",NA,NA
"Otu09530",NA,NA
"Otu09531",NA,NA
"Otu09537",NA,NA
"Otu09538",NA,NA
"Otu09542",NA,NA
"Otu09543",NA,NA
"Otu09544",NA,NA
"Otu09545",NA,NA
"Otu09548",NA,NA
"Otu09549",NA,NA
"Otu09552",NA,NA
"Otu09556",NA,NA
"Otu09557",NA,NA
"Otu09558",NA,NA
"Otu09561",NA,NA
"Otu09567",NA,NA
"Otu09570",NA,NA
"Otu09574",NA,NA
"Otu09575",NA,NA
"Otu09577",NA,NA
"Otu09579",NA,NA
"Otu09581",NA,NA
"Otu09585",NA,NA
"Otu09586",NA,NA
"Otu09592",NA,NA
"Otu09593",NA,NA
"Otu09601",NA,NA
"Otu09604",NA,NA
"Otu09605",NA,NA
"Otu09606",NA,NA
"Otu09607",NA,NA
"Otu09608",NA,NA
"Otu09610",NA,NA
"Otu09613",NA,NA
"Otu09616",NA,NA
"Otu09617",NA,NA
"Otu09618",NA,NA
"Otu09621",NA,NA
"Otu09626",NA,NA
"Otu09627",NA,NA
"Otu09631",NA,NA
"Otu09634",NA,NA
"Otu09635",NA,NA
"Otu09636",NA,NA
"Otu09639",NA,NA
"Otu09640",NA,NA
"Otu09641",NA,NA
"Otu09642",NA,NA
"Otu09643",NA,NA
"Otu09645",NA,NA
"Otu09651",NA,NA
"Otu09652",NA,NA
"Otu09655",NA,NA
"Otu09657",NA,NA
"Otu09658",NA,NA
"Otu09660",NA,NA
"Otu09662",NA,NA
"Otu09663",NA,NA
"Otu09669",NA,NA
"Otu09670",NA,NA
"Otu09675",NA,NA
"Otu09676",NA,NA
"Otu09678",NA,NA
"Otu09680",NA,NA
"Otu09681",NA,NA
"Otu09683",NA,NA
"Otu09684",NA,NA
"Otu09688",NA,NA
"Otu09689",NA,NA
"Otu09692",NA,NA
"Otu09693",NA,NA
"Otu09696",NA,NA
"Otu09697",NA,NA
"Otu09698",NA,NA
"Otu09699",NA,NA
"Otu09700",NA,NA
"Otu09701",NA,NA
"Otu09710",NA,NA
"Otu09712",NA,NA
"Otu09714",NA,NA
"Otu09716",NA,NA
"Otu09718",NA,NA
"Otu09719",NA,NA
"Otu09721",NA,NA
"Otu09722",NA,NA
"Otu09723",NA,NA
"Otu09729",NA,NA
"Otu09730",NA,NA
"Otu09733",NA,NA
"Otu09734",NA,NA
"Otu09736",NA,NA
"Otu09739",NA,NA
"Otu09740",NA,NA
"Otu09743",NA,NA
"Otu09745",NA,NA
"Otu09746",NA,NA
"Otu09748",NA,NA
"Otu09749",NA,NA
"Otu09753",NA,NA
"Otu09754",NA,NA
"Otu09756",NA,NA
"Otu09757",NA,NA
"Otu09758",NA,NA
"Otu09766",NA,NA
"Otu09770",NA,NA
"Otu09777",NA,NA
"Otu09779",NA,NA
"Otu09784",NA,NA
"Otu09788",NA,NA
"Otu09789",NA,NA
"Otu09791",NA,NA
"Otu09797",NA,NA
"Otu09798",NA,NA
"Otu09802",NA,NA
"Otu09803",NA,NA
"Otu09810",NA,NA
"Otu09812",NA,NA
"Otu09817",NA,NA
"Otu09818",NA,NA
"Otu09819",NA,NA
"Otu09823",NA,NA
"Otu09831",NA,NA
"Otu09833",NA,NA
"Otu09834",NA,NA
"Otu09839",NA,NA
"Otu09840",NA,NA
"Otu09841",NA,NA
"Otu09842",NA,NA
"Otu09843",NA,NA
"Otu09844",NA,NA
"Otu09845",NA,NA
"Otu09846",NA,NA
"Otu09847",NA,NA
"Otu09848",NA,NA
"Otu09850",NA,NA
"Otu09856",NA,NA
"Otu09861",NA,NA
"Otu09871",NA,NA
"Otu09875",NA,NA
"Otu09876",NA,NA
"Otu09882","Paeniclostridium","ghonii/sordellii"
"Otu09883",NA,NA
"Otu09885",NA,NA
"Otu09888",NA,NA
"Otu09889",NA,NA
"Otu09892",NA,NA
"Otu09893",NA,NA
"Otu09897",NA,NA
"Otu09902",NA,NA
"Otu09908",NA,NA
"Otu09909",NA,NA
"Otu09911",NA,NA
"Otu09919",NA,NA
"Otu09921",NA,NA
"Otu09922",NA,NA
"Otu09923",NA,NA
"Otu09924",NA,NA
"Otu09925",NA,NA
"Otu09928",NA,NA
"Otu09930","Fulvivirga","lutimaris"
"Otu09931",NA,NA
"Otu09932",NA,NA
"Otu09938",NA,NA
"Otu09940",NA,NA
"Otu09941",NA,NA
"Otu09942",NA,NA
"Otu09944",NA,NA
"Otu09945",NA,NA
"Otu09953",NA,NA
"Otu09959",NA,NA
"Otu09960",NA,NA
"Otu09962",NA,NA
"Otu09963",NA,NA
"Otu09964",NA,NA
"Otu09965",NA,NA
"Otu09969",NA,NA
"Otu09970",NA,NA
"Otu09973",NA,NA
"Otu09977",NA,NA
"Otu09978",NA,NA
"Otu09980",NA,NA
"Otu09982",NA,NA
"Otu09983",NA,NA
"Otu09984",NA,NA
"Otu09985",NA,NA
"Otu09987",NA,NA
"Otu09989",NA,NA
"Otu09991",NA,NA
"Otu09992",NA,NA
"Otu09997",NA,NA
"Otu09998",NA,NA
"Otu10002",NA,NA
"Otu10006",NA,NA
"Otu10007",NA,NA
"Otu10015",NA,NA
"Otu10018",NA,NA
"Otu10020",NA,NA
"Otu10022",NA,NA
"Otu10023",NA,NA
"Otu10025",NA,NA
"Otu10027",NA,NA
"Otu10028",NA,NA
"Otu10031",NA,NA
"Otu10032",NA,NA
"Otu10043",NA,NA
"Otu10045",NA,NA
"Otu10046",NA,NA
"Otu10052",NA,NA
"Otu10057",NA,NA
"Otu10058",NA,NA
"Otu10062",NA,NA
"Otu10065",NA,NA
"Otu10066",NA,NA
"Otu10069",NA,NA
"Otu10070",NA,NA
"Otu10072",NA,NA
"Otu10074",NA,NA
"Otu10081",NA,NA
"Otu10083",NA,NA
"Otu10087",NA,NA
"Otu10089",NA,NA
"Otu10090",NA,NA
"Otu10092",NA,NA
"Otu10100",NA,NA
"Otu10102",NA,NA
"Otu10103",NA,NA
"Otu10105",NA,NA
"Otu10109",NA,NA
"Otu10110",NA,NA
"Otu10111",NA,NA
"Otu10114",NA,NA
"Otu10118",NA,NA
"Otu10119",NA,NA
"Otu10120",NA,NA
"Otu10121",NA,NA
"Otu10122",NA,NA
"Otu10130",NA,NA
"Otu10135",NA,NA
"Otu10136",NA,NA
"Otu10139",NA,NA
"Otu10140",NA,NA
"Otu10142",NA,NA
"Otu10149",NA,NA
"Otu10150",NA,NA
"Otu10153",NA,NA
"Otu10156",NA,NA
"Otu10157",NA,NA
"Otu10161",NA,NA
"Otu10162",NA,NA
"Otu10167",NA,NA
"Otu10168",NA,NA
"Otu10169",NA,NA
"Otu10171",NA,NA
"Otu10173",NA,NA
"Otu10174",NA,NA
"Otu10179",NA,NA
"Otu10181",NA,NA
"Otu10182",NA,NA
"Otu10184",NA,NA
"Otu10185",NA,NA
"Otu10186",NA,NA
"Otu10187",NA,NA
"Otu10190",NA,NA
"Otu10192",NA,NA
"Otu10194",NA,NA
"Otu10199",NA,NA
"Otu10204",NA,NA
"Otu10205",NA,NA
"Otu10209",NA,NA
"Otu10213",NA,NA
"Otu10214",NA,NA
"Otu10217",NA,NA
"Otu10223",NA,NA
"Otu10228",NA,NA
"Otu10229",NA,NA
"Otu10230",NA,NA
"Otu10232",NA,NA
"Otu10235",NA,NA
"Otu10236",NA,NA
"Otu10239",NA,NA
"Otu10243",NA,NA
"Otu10244",NA,NA
"Otu10245",NA,NA
"Otu10253",NA,NA
"Otu10259",NA,NA
"Otu10260",NA,NA
"Otu10270",NA,NA
"Otu10274",NA,NA
"Otu10275",NA,NA
"Otu10276",NA,NA
"Otu10277",NA,NA
"Otu10287",NA,NA
"Otu10290",NA,NA
"Otu10291",NA,NA
"Otu10292",NA,NA
"Otu10294",NA,NA
"Otu10295",NA,NA
"Otu10297",NA,NA
"Otu10301",NA,NA
"Otu10305",NA,NA
"Otu10310",NA,NA
"Otu10314",NA,NA
"Otu10315",NA,NA
"Otu10323",NA,NA
"Otu10324",NA,NA
"Otu10329",NA,NA
"Otu10332",NA,NA
"Otu10336",NA,NA
"Otu10338",NA,NA
"Otu10339",NA,NA
"Otu10350",NA,NA
"Otu10357",NA,NA
"Otu10358",NA,NA
"Otu10366",NA,NA
"Otu10367",NA,NA
"Otu10368",NA,NA
"Otu10370",NA,NA
"Otu10374",NA,NA
"Otu10377",NA,NA
"Otu10384",NA,NA
"Otu10387",NA,NA
"Otu10388",NA,NA
"Otu10389",NA,NA
"Otu10391",NA,NA
"Otu10395",NA,NA
"Otu10398",NA,NA
"Otu10400",NA,NA
"Otu10402",NA,NA
"Otu10403","Petrimonas","sulfuriphila"
"Otu10404",NA,NA
"Otu10407",NA,NA
"Otu10414",NA,NA
"Otu10415",NA,NA
"Otu10416",NA,NA
"Otu10420",NA,NA
"Otu10421",NA,NA
"Otu10422",NA,NA
"Otu10427",NA,NA
"Otu10430",NA,NA
"Otu10432",NA,NA
"Otu10433",NA,NA
"Otu10434",NA,NA
"Otu10435",NA,NA
"Otu10436",NA,NA
"Otu10438",NA,NA
"Otu10439",NA,NA
"Otu10442",NA,NA
"Otu10445",NA,NA
"Otu10448",NA,NA
"Otu10450",NA,NA
"Otu10462",NA,NA
"Otu10463",NA,NA
"Otu10465",NA,NA
"Otu10467",NA,NA
"Otu10469",NA,NA
"Otu10472",NA,NA
"Otu10474",NA,NA
"Otu10478",NA,NA
"Otu10479",NA,NA
"Otu10480",NA,NA
"Otu10481",NA,NA
"Otu10482",NA,NA
"Otu10484",NA,NA
"Otu10486",NA,NA
"Otu10497",NA,NA
"Otu10499",NA,NA
"Otu10503",NA,NA
"Otu10505",NA,NA
"Otu10508",NA,NA
"Otu10513",NA,NA
"Otu10519",NA,NA
"Otu10520",NA,NA
"Otu10523",NA,NA
"Otu10525",NA,NA
"Otu10527",NA,NA
"Otu10529",NA,NA
"Otu10531",NA,NA
"Otu10534",NA,NA
"Otu10536",NA,NA
"Otu10539",NA,NA
"Otu10541",NA,NA
"Otu10542",NA,NA
"Otu10548",NA,NA
"Otu10554",NA,NA
"Otu10564",NA,NA
"Otu10567",NA,NA
"Otu10569",NA,NA
"Otu10570",NA,NA
"Otu10572",NA,NA
"Otu10575",NA,NA
"Otu10578",NA,NA
"Otu10579",NA,NA
"Otu10580",NA,NA
"Otu10584",NA,NA
"Otu10586",NA,NA
"Otu10587",NA,NA
"Otu10588",NA,NA
"Otu10592",NA,NA
"Otu10593",NA,NA
"Otu10598",NA,NA
"Otu10599",NA,NA
"Otu10601",NA,NA
"Otu10605",NA,NA
"Otu10611",NA,NA
"Otu10612",NA,NA
"Otu10615",NA,NA
"Otu10616",NA,NA
"Otu10618",NA,NA
"Otu10620",NA,NA
"Otu10621",NA,NA
"Otu10623",NA,NA
"Otu10624",NA,NA
"Otu10625","Dietzia","cinnamea/maris/papillomatosis"
"Otu10629",NA,NA
"Otu10631",NA,NA
"Otu10641",NA,NA
"Otu10642",NA,NA
"Otu10644",NA,NA
"Otu10645",NA,NA
"Otu10646",NA,NA
"Otu10647","Koukoulia","aurantiaca"
"Otu10648",NA,NA
"Otu10650",NA,NA
"Otu10657",NA,NA
"Otu10662",NA,NA
"Otu10666",NA,NA
"Otu10668",NA,NA
"Otu10670",NA,NA
"Otu10673",NA,NA
"Otu10675",NA,NA
"Otu10677",NA,NA
"Otu10680",NA,NA
"Otu10682",NA,NA
"Otu10697",NA,NA
"Otu10702",NA,NA
"Otu10703",NA,NA
"Otu10715",NA,NA
"Otu10718",NA,NA
"Otu10719",NA,NA
"Otu10727",NA,NA
"Otu10728",NA,NA
"Otu10735",NA,NA
"Otu10736",NA,NA
"Otu10739",NA,NA
"Otu10742",NA,NA
"Otu10745",NA,NA
"Otu10746",NA,NA
"Otu10747",NA,NA
"Otu10751",NA,NA
"Otu10761",NA,NA
"Otu10767",NA,NA
"Otu10770",NA,NA
"Otu10775",NA,NA
"Otu10780",NA,NA
"Otu10781",NA,NA
"Otu10788",NA,NA
"Otu10792",NA,NA
"Otu10796",NA,NA
"Otu10797",NA,NA
"Otu10800",NA,NA
"Otu10805",NA,NA
"Otu10809",NA,NA
"Otu10815",NA,NA
"Otu10820",NA,NA
"Otu10826",NA,NA
"Otu10830",NA,NA
"Otu10831",NA,NA
"Otu10833",NA,NA
"Otu10840",NA,NA
"Otu10842",NA,NA
"Otu10847",NA,NA
"Otu10848",NA,NA
"Otu10850",NA,NA
"Otu10859",NA,NA
"Otu10863",NA,NA
"Otu10875",NA,NA
"Otu10876",NA,NA
"Otu10879",NA,NA
"Otu10881",NA,NA
"Otu10885",NA,NA
"Otu10886",NA,NA
"Otu10887",NA,NA
"Otu10889",NA,NA
"Otu10891",NA,NA
"Otu10893",NA,NA
"Otu10894",NA,NA
"Otu10905",NA,NA
"Otu10906",NA,NA
"Otu10907",NA,NA
"Otu10909",NA,NA
"Otu10912",NA,NA
"Otu10916",NA,NA
"Otu10918",NA,NA
"Otu10923",NA,NA
"Otu10924",NA,NA
"Otu10926",NA,NA
"Otu10929",NA,NA
"Otu10931",NA,NA
"Otu10943",NA,NA
"Otu10945",NA,NA
"Otu10949",NA,NA
"Otu10961",NA,NA
"Otu10964",NA,NA
"Otu10976",NA,NA
"Otu10977",NA,NA
"Otu10979",NA,NA
"Otu10983",NA,NA
"Otu10986",NA,NA
"Otu10989",NA,NA
"Otu10990",NA,NA
"Otu10999",NA,NA
"Otu11002",NA,NA
"Otu11003",NA,NA
"Otu11005",NA,NA
"Otu11008",NA,NA
"Otu11009",NA,NA
"Otu11014",NA,NA
"Otu11015",NA,NA
"Otu11016",NA,NA
"Otu11019",NA,NA
"Otu11020",NA,NA
"Otu11021",NA,NA
"Otu11022",NA,NA
"Otu11025",NA,NA
"Otu11026",NA,NA
"Otu11030",NA,NA
"Otu11031",NA,NA
"Otu11039",NA,NA
"Otu11043",NA,NA
"Otu11047",NA,NA
"Otu11053",NA,NA
"Otu11054",NA,NA
"Otu11055",NA,NA
"Otu11057",NA,NA
"Otu11064",NA,NA
"Otu11066",NA,NA
"Otu11068",NA,NA
"Otu11076",NA,NA
"Otu11077",NA,NA
"Otu11082",NA,NA
"Otu11089",NA,NA
"Otu11093",NA,NA
"Otu11095",NA,NA
"Otu11100",NA,NA
"Otu11104",NA,NA
"Otu11107",NA,NA
"Otu11111",NA,NA
"Otu11116",NA,NA
"Otu11125",NA,NA
"Otu11132",NA,NA
"Otu11134",NA,NA
"Otu11138",NA,NA
"Otu11151",NA,NA
"Otu11156",NA,NA
"Otu11159",NA,NA
"Otu11165",NA,NA
"Otu11171",NA,NA
"Otu11172",NA,NA
"Otu11174",NA,NA
"Otu11175",NA,NA
"Otu11177",NA,NA
"Otu11178",NA,NA
"Otu11181",NA,NA
"Otu11183",NA,NA
"Otu11184",NA,NA
"Otu11185",NA,NA
"Otu11188",NA,NA
"Otu11190",NA,NA
"Otu11191",NA,NA
"Otu11194",NA,NA
"Otu11195",NA,NA
"Otu11196",NA,NA
"Otu11203",NA,NA
"Otu11204",NA,NA
"Otu11207",NA,NA
"Otu11208",NA,NA
"Otu11210",NA,NA
"Otu11217",NA,NA
"Otu11220",NA,NA
"Otu11221",NA,NA
"Otu11222",NA,NA
"Otu11226",NA,NA
"Otu11235",NA,NA
"Otu11237",NA,NA
"Otu11238",NA,NA
"Otu11241",NA,NA
"Otu11245",NA,NA
"Otu11247",NA,NA
"Otu11250",NA,NA
"Otu11252",NA,NA
"Otu11254",NA,NA
"Otu11260",NA,NA
"Otu11262",NA,NA
"Otu11264",NA,NA
"Otu11265",NA,NA
"Otu11268",NA,NA
"Otu11275",NA,NA
"Otu11278",NA,NA
"Otu11279",NA,NA
"Otu11286",NA,NA
"Otu11288",NA,NA
"Otu11289",NA,NA
"Otu11297",NA,NA
"Otu11298",NA,NA
"Otu11305",NA,NA
"Otu11307",NA,NA
"Otu11308",NA,NA
"Otu11315",NA,NA
"Otu11316",NA,NA
"Otu11317",NA,NA
"Otu11318",NA,NA
"Otu11319",NA,NA
"Otu11320",NA,NA
"Otu11321",NA,NA
"Otu11327",NA,NA
"Otu11331",NA,NA
"Otu11334",NA,NA
"Otu11338",NA,NA
"Otu11339",NA,NA
"Otu11343",NA,NA
"Otu11344",NA,NA
"Otu11345",NA,NA
"Otu11347",NA,NA
"Otu11350",NA,NA
"Otu11351",NA,NA
"Otu11360",NA,NA
"Otu11362",NA,NA
"Otu11363",NA,NA
"Otu11367",NA,NA
"Otu11377",NA,NA
"Otu11379",NA,NA
"Otu11394",NA,NA
"Otu11396",NA,NA
"Otu11397",NA,NA
"Otu11402",NA,NA
"Otu11405",NA,NA
"Otu11406",NA,NA
"Otu11407",NA,NA
"Otu11408",NA,NA
"Otu11409",NA,NA
"Otu11411",NA,NA
"Otu11414",NA,NA
"Otu11416",NA,NA
"Otu11420",NA,NA
"Otu11425",NA,NA
"Otu11429",NA,NA
"Otu11433",NA,NA
"Otu11439",NA,NA
"Otu11440",NA,NA
"Otu11442",NA,NA
"Otu11443",NA,NA
"Otu11446",NA,NA
"Otu11451",NA,NA
"Otu11454",NA,NA
"Otu11460",NA,NA
"Otu11462",NA,NA
"Otu11473",NA,NA
"Otu11474",NA,NA
"Otu11475",NA,NA
"Otu11477",NA,NA
"Otu11479",NA,NA
"Otu11482",NA,NA
"Otu11483",NA,NA
"Otu11486",NA,NA
"Otu11491",NA,NA
"Otu11492",NA,NA
"Otu11495",NA,NA
"Otu11500",NA,NA
"Otu11501",NA,NA
"Otu11506",NA,NA
"Otu11507",NA,NA
"Otu11510",NA,NA
"Otu11512",NA,NA
"Otu11518",NA,NA
"Otu11522",NA,NA
"Otu11525",NA,NA
"Otu11527",NA,NA
"Otu11532",NA,NA
"Otu11533",NA,NA
"Otu11537",NA,NA
"Otu11538",NA,NA
"Otu11541",NA,NA
"Otu11545",NA,NA
"Otu11552",NA,NA
"Otu11564",NA,NA
"Otu11566",NA,NA
"Otu11570",NA,NA
"Otu11576",NA,NA
"Otu11582",NA,NA
"Otu11585",NA,NA
"Otu11588",NA,NA
"Otu11591",NA,NA
"Otu11596",NA,NA
"Otu11600",NA,NA
"Otu11601",NA,NA
"Otu11603",NA,NA
"Otu11605",NA,NA
"Otu11606",NA,NA
"Otu11609",NA,NA
"Otu11610",NA,NA
"Otu11611",NA,NA
"Otu11614",NA,NA
"Otu11630",NA,NA
"Otu11632",NA,NA
"Otu11633",NA,NA
"Otu11637",NA,NA
"Otu11641",NA,NA
"Otu11649",NA,NA
"Otu11655",NA,NA
"Otu11656",NA,NA
"Otu11660",NA,NA
"Otu11662",NA,NA
"Otu11665",NA,NA
"Otu11671",NA,NA
"Otu11675",NA,NA
"Otu11682",NA,NA
"Otu11683",NA,NA
"Otu11687",NA,NA
"Otu11688",NA,NA
"Otu11691",NA,NA
"Otu11693",NA,NA
"Otu11696",NA,NA
"Otu11698","Rickettsia","aeschlimannii/africae/angustus/australis/barbariae/bellii/conorii/felis/gravesii/kingi/leptotrombidium/massiliae/nicoyana/peacockii/prowazekii/raoultii/rhipicephali/secondary/senegalensis/slovaca/tamurae/tarasevichiae/wissemanii"
"Otu11703",NA,NA
"Otu11704",NA,NA
"Otu11706",NA,NA
"Otu11711",NA,NA
"Otu11713",NA,NA
"Otu11714",NA,NA
"Otu11721",NA,NA
